text,label
xaxpxxx0x2x4x3x9 regarding cbcid inspection closed wrong fact without investigate evidence blamed abused complainant asp nagar bulandshahr anukriti sharma ji mr tp singh superintending post hpo bulandshahr mr rajeev umrao postmaster general agra please investigate attached pdf file matter lodge fir present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr sir atm card issued without complainant oral written permission mr chandra prakash singh district magistrate bulandshahr dated 1992022 well choki ansari road bulandshahr mr virendra kumar si x8x1x6x9x4x made pressure complainant lodge fir dated 28062022 asp bulandshahr shri shashank singh x4x4x0x5x2 false report regarding phone testimony dated 2222022 phone testimony given date spite many complaint cancelled big offence well xoxpxaxnxnxs name written gd register kotwali nagar bulandshahr 2272022 action taken person till well application received dated 08042022 sp city bulandshahr mr surendra nath tiwari x4x4x0x0x3 well argued complainant missed call crime present without check fact blamed complainant asp nagar bulandshahr anukriti sharma ji report stigrs1x2x3xx0x2x2x saved officer without action person present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr,103
pharmacy council uttar pradesh lucknow gajaraj singh registered pharmacist reg 70251 applied registration renewal application status showing rejected trying reapply error already applied please sir needful soon possible sent mail pci mail delivered due recipient mail inbox full please find attachment reference thank application i39d xxxxx registration 70251 gajaraj singh mobile x6x6x7x0x1 email xaxrxjxixgxsxaxyx1x3xgxaxlxcxm,104
xaxpxxx0x2x4x3x8 regarding cbcid inspection closed wrong fact without investigate evidence blamed abused complainant asp nagar bulandshahr anukriti sharma ji mr tp singh superintending post hpo bulandshahr mr rajeev umrao postmaster general agra please investigate attached pdf file matter lodge fir present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr sir atm card issued without complainant oral written permission mr chandra prakash singh district magistrate bulandshahr dated 1992022 well choki ansari road bulandshahr mr virendra kumar si x8x1x6x9x4x made pressure complainant lodge fir dated 28062022 asp bulandshahr shri shashank singh x4x4x0x5x2 false report regarding phone testimony dated 2222022 phone testimony given date spite many complaint cancelled big offence well xoxpxaxnxnxs name written gd register kotwali nagar bulandshahr 2272022 action taken person till well application received dated 08042022 sp city bulandshahr mr surendra nath tiwari x4x4x0x0x3 well argued complainant missed call crime present without check fact blamed complainant asp nagar bulandshahr anukriti sharma ji report stigrs1x2x3xx0x2x2x saved officer without action person present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr,105
xaxpxxx0x2x4x3x7 regarding cbcid inspection closed wrong fact without investigate evidence blamed abused complainant asp nagar bulandshahr anukriti sharma ji mr tp singh superintending post hpo bulandshahr mr rajeev umrao postmaster general agra please investigate attached pdf file matter lodge fir present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr sir atm card issued without complainant oral written permission mr chandra prakash singh district magistrate bulandshahr dated 1992022 well choki ansari road bulandshahr mr virendra kumar si x8x1x6x9x4x made pressure complainant lodge fir dated 28062022 asp bulandshahr shri shashank singh x4x4x0x5x2 false report regarding phone testimony dated 2222022 phone testimony given date spite many complaint cancelled big offence well xoxpxaxnxnxs name written gd register kotwali nagar bulandshahr 2272022 action taken person till well application received dated 08042022 sp city bulandshahr mr surendra nath tiwari x4x4x0x0x3 well argued complainant missed call crime present without check fact blamed complainant asp nagar bulandshahr anukriti sharma ji report stigrs1x2x3xx0x2x2x saved officer without action person present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr,106
xaxpxxx0x2x4x3x6 regarding cbcid inspection closed wrong fact without investigate evidence blamed abused complainant asp nagar bulandshahr anukriti sharma ji mr tp singh superintending post hpo bulandshahr mr rajeev umrao postmaster general agra please investigate attached pdf file matter lodge fir present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr sir atm card issued without complainant oral written permission mr chandra prakash singh district magistrate bulandshahr dated 1992022 well choki ansari road bulandshahr mr virendra kumar si x8x1x6x9x4x made pressure complainant lodge fir dated 28062022 asp bulandshahr shri shashank singh x4x4x0x5x2 false report regarding phone testimony dated 2222022 phone testimony given date spite many complaint cancelled big offence well xoxpxaxnxnxs name written gd register kotwali nagar bulandshahr 2272022 action taken person till well application received dated 08042022 sp city bulandshahr mr surendra nath tiwari x4x4x0x0x3 well argued complainant missed call crime present without check fact blamed complainant asp nagar bulandshahr anukriti sharma ji report stigrs1x2x3xx0x2x2x saved officer without action person present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr,107
xaxpxxx0x2x4x3x4 regarding cbcid inspection closed wrong fact without investigate evidence blamed abused complainant asp nagar bulandshahr anukriti sharma ji mr tp singh superintending post hpo bulandshahr mr rajeev umrao postmaster general agra please investigate attached pdf file matter lodge fir present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr sir atm card issued without complainant oral written permission mr chandra prakash singh district magistrate bulandshahr dated 1992022 well choki ansari road bulandshahr mr virendra kumar si x8x1x6x9x4x made pressure complainant lodge fir dated 28062022 asp bulandshahr shri shashank singh x4x4x0x5x2 false report regarding phone testimony dated 2222022 phone testimony given date spite many complaint cancelled big offence well xoxpxaxnxnxs name written gd register kotwali nagar bulandshahr 2272022 action taken person till well application received dated 08042022 sp city bulandshahr mr surendra nath tiwari x4x4x0x0x3 well argued complainant missed call crime present without check fact blamed complainant asp nagar bulandshahr anukriti sharma ji report stigrs1x2x3xx0x2x2x saved officer without action person present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr,108
ex serviceman welfare service related outstanding due pay related army regional office eme record service esm x4x7x2x3x rank last held sep ppo x0x2x2x0x9x7 concerned record office eme record xexuxdxrxbxd sub request non adjustment cea academic year 20212022 1 x4x7x2x3x rank sep name karthi l retired 30 sep 2021 2 please refer zila sainik board letter ldisno104052022a3 date 27102022 attached reference 3 already forwarded application along enclosure child education allowance zila sainik board vellore eme record 4 request solve issue credit cea academic year 20212022 amount applicable earliest encls 01 x dept ex serviceman welfare,109
financial service banking division misbehaviourharrassmentcorruption bank staff bankfinancial institute state bank india branch name bank branch state bank india branch barh à¤¦à¤¨à¤• 31 à¤¦à¤¸à¤¬à¤° 2022 à¤• à¤® à¤­à¤°à¤¤à¤¯ à¤¸à¤Ÿà¤Ÿ à¤¬à¤• à¤• home branch à¤¶à¤– à¤¬à¤¢ à¤® à¤¦à¤ªà¤¹à¤° 1201 pm à¤• à¤‡à¤Ÿà¤°à¤¨à¤Ÿ à¤¬à¤•à¤— à¤• à¤ªà¤¸à¤µà¤°à¤¡ à¤°à¤¸à¤Ÿ à¤• à¤²à¤ à¤—à¤¯ à¤¥ à¤µà¤¹ à¤•à¤°à¤®à¤šà¤°à¤¯ à¤• à¤‰à¤ªà¤¸à¤¥à¤¤ à¤•à¤® à¤¥ à¤œà¤¸à¤• à¤µà¤œà¤¹ à¤¸ à¤® deputy branch manager à¤®à¤¹à¤¦à¤¯ à¤œ à¤• à¤•à¤¬à¤¨ à¤® à¤…à¤ªà¤¨ à¤¸à¤®à¤¸à¤¯ à¤¸à¤¨à¤¨ à¤šà¤² à¤—à¤¯à¤ªà¤°à¤¤ à¤‰à¤¨à¤¹à¤¨ à¤®à¤° à¤¸à¤®à¤¸à¤¯ à¤¸à¤¨à¤¨ à¤¸ à¤‡à¤•à¤° à¤•à¤° à¤¦à¤¯ à¤”à¤° à¤­à¤² à¤¬à¤° à¤•à¤¹ à¤•à¤° à¤µà¤¹ à¤¸ à¤­à¤— à¤¦à¤¯ à¤‰à¤¨à¤¹à¤¨ à¤•à¤¹ à¤• à¤® à¤¯ à¤¸à¤¬ à¤«à¤²à¤¤ à¤•à¤® à¤• à¤²à¤ à¤¨à¤¹ à¤¬à¤  à¤¹ à¤¤à¤®à¤²à¤— à¤¨à¤Ÿà¤• à¤•à¤°à¤¨ à¤† à¤œà¤¤ à¤¹ à¤¸à¤¬à¤¸ à¤¬à¤¡ à¤¬à¤¤ à¤¯ à¤¹ à¤• à¤¬à¤• à¤® à¤‰à¤¸ à¤µà¤•à¤¤ à¤œà¤¯à¤¦ à¤—à¤°à¤¹à¤• à¤­ à¤®à¤œà¤¦ à¤¨à¤¹ à¤¥ à¤‰à¤¨à¤• à¤…à¤®à¤°à¤¯à¤¦à¤¤ à¤­à¤· à¤¤à¤¹à¤œà¤¬ à¤• à¤¹à¤¦ à¤ªà¤° à¤•à¤° à¤• à¤—à¤°à¤¹à¤• à¤• à¤¯ à¤à¤¹à¤¸à¤¸ à¤•à¤° à¤°à¤¹ à¤¥ à¤• à¤œà¤¸ à¤¹à¤® à¤—à¤°à¤¹à¤• à¤¨à¤² à¤• à¤•à¤¡ à¤¹à¤¹à¤²à¤• à¤¬à¤¡ à¤ªà¤¦ à¤ªà¤° à¤¬à¤ à¤•à¤° à¤•à¤› à¤²à¤— à¤†à¤¸à¤®à¤¨ à¤® à¤‰à¤¡à¤¨ à¤²à¤—à¤¤ à¤¹ à¤œà¤• à¤ªà¤¤à¤¨ à¤• à¤•à¤°à¤£ à¤¬à¤¨à¤¤ à¤¹ à¤†à¤² à¤…à¤§à¤•à¤° à¤®à¤¹à¤¦à¤¯ à¤œ à¤¸ à¤®à¤° à¤…à¤¨à¤°à¤§ à¤¹ à¤• à¤‰à¤ª à¤¶à¤– à¤ªà¤°à¤¬à¤§à¤• à¤®à¤¹à¤¦à¤¯ à¤œ à¤ªà¤° à¤‰à¤šà¤¤ à¤•à¤°à¤¯à¤µà¤¹ à¤•à¤°à¤• à¤¬à¤•à¤— à¤¸à¤µ à¤• à¤¸à¤¦à¤¢ à¤à¤µ à¤¬à¤•à¤•à¤°à¤® à¤¤à¤¥ à¤—à¤°à¤¹à¤• à¤• à¤¬à¤š à¤à¤• à¤¸à¤µà¤¸à¤¥ à¤¸à¤®à¤¨à¤µà¤¯ à¤¸à¤¥à¤ªà¤¤ à¤•à¤°à¤¨ à¤• à¤ªà¤¹à¤² à¤•à¤¯ à¤œà¤¯ à¤¦à¤°à¤­à¤—à¤¯à¤µà¤¶ à¤® à¤…à¤ªà¤¨ atm pin internet banking password à¤”à¤° cif number à¤‡à¤¤à¤¯à¤¦ à¤­à¤² à¤šà¤• à¤¹ à¤‡à¤¸ à¤¸à¤¦à¤°à¤­ à¤® à¤®à¤¦à¤¦ à¤²à¤¨ à¤—à¤¯ à¤¥ à¤ªà¤°à¤¤ à¤†à¤ªà¤¤à¤¤à¤œà¤¨à¤• à¤¶à¤¬à¤¦ à¤¸ à¤®à¤° à¤¹à¤¦à¤¯ à¤›à¤²à¤¨ à¤¹ à¤—à¤¯ à¤‡à¤¸ à¤¶à¤– à¤® à¤‡à¤¤à¤¹à¤¸ à¤°à¤¹ à¤¹ à¤¸à¤­ à¤ªà¤¦à¤¸à¤¨ à¤‰à¤šà¤š à¤ªà¤¦ à¤ªà¤° à¤• à¤²à¤— à¤¸à¤¦à¤µ à¤…à¤•à¤¡ à¤”à¤° à¤¤à¤µà¤° à¤® à¤°à¤¹à¤¤ à¤¹ à¤¶à¤•à¤¯à¤¤ à¤¦à¤°à¤œ à¤•à¤°à¤¨ à¤• à¤‰à¤ªà¤°à¤¤ à¤•à¤¸à¤Ÿà¤®à¤° à¤• à¤Ÿà¤°à¤—à¤Ÿ à¤•à¤°à¤¤ à¤¹ à¤‰à¤¨à¤¹ à¤…à¤¨à¤µà¤¶à¤¯à¤• à¤°à¤ª à¤¸ à¤ªà¤°à¤¶à¤¨ à¤•à¤°à¤¤ à¤¹ à¤•à¤ªà¤¯ à¤‡à¤¸ à¤®à¤®à¤² à¤® à¤‰à¤šà¤¤ à¤•à¤°à¤¯à¤µà¤¹ à¤…à¤µà¤¶à¤¯ à¤•à¤° à¤¤à¤• à¤¦à¤¶ à¤• à¤…à¤¦à¤° à¤‰à¤ªà¤­à¤•à¤¤ à¤• à¤…à¤§à¤•à¤° à¤• à¤¹à¤¨à¤¨ à¤¨ à¤¹ à¤¸à¤¹à¤¬ à¤¸à¤®à¤¯ à¤œà¤¤à¤¨ à¤¬à¤¹à¤®à¤²à¤¯ à¤†à¤ªà¤• à¤¹ à¤‰à¤¤à¤¨ à¤¹ à¤¬à¤¹à¤®à¤²à¤¯ à¤à¤• à¤†à¤® à¤…à¤¨à¤ªà¤¢ à¤—à¤°à¤¹à¤• à¤• à¤­ à¤¹ à¤•à¤ªà¤¯ à¤—à¤°à¤¹à¤• à¤• à¤¸à¤¥ à¤à¤¸ à¤­à¤¦à¤­à¤µ à¤¹à¤¨ à¤¸ à¤¬à¤šà¤ à¤§à¤¨à¤¯à¤µà¤¦ à¤†à¤­à¤° à¤à¤• à¤ªà¤°à¤¶à¤¨ à¤¬à¤• à¤—à¤°à¤¹à¤• à¤œà¤¯ à¤¹à¤¨à¤¦,110
xaxpxxx0x2x4x3x3 regarding cbcid inspection closed wrong fact without investigate evidence blamed abused complainant asp nagar bulandshahr anukriti sharma ji mr tp singh superintending post hpo bulandshahr mr rajeev umrao postmaster general agra please investigate attached pdf file matter lodge fir present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr sir atm card issued without complainant oral written permission mr chandra prakash singh district magistrate bulandshahr dated 1992022 well choki ansari road bulandshahr mr virendra kumar si x8x1x6x9x4x made pressure complainant lodge fir dated 28062022 asp bulandshahr shri shashank singh x4x4x0x5x2 false report regarding phone testimony dated 2222022 phone testimony given date spite many complaint cancelled big offence well xoxpxaxnxnxs name written gd register kotwali nagar bulandshahr 2272022 action taken person till well application received dated 08042022 sp city bulandshahr mr surendra nath tiwari x4x4x0x0x3 well argued complainant missed call crime present without check fact blamed complainant asp nagar bulandshahr anukriti sharma ji report stigrs1x2x3xx0x2x2x saved officer without action person present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr,111
labour employment compliance related issue uan related issueskyc related issue name address establishment m patle contractor xxxxx m maa bamleshwari enterprise near human temple jeatala nagpur 16 xxxxx uan x0x0x3x7x9x pf code pf account xgxaxx1x8xx8x8x ppo provided scheme certificate number provided pf office regional office nagpur please help correct pf profile father39s name establishment withdrwral pf adhar card updation need money medical condition please help solve type issue,112
